web-scraper-order,web-scraper-start-url,tarih,link,link-href,intro
"1600195473-746","https://www.hurriyet.com.tr/arama/#/?page=176&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","1.12.2015","EGİAD'dan Parlak Fikirler","","İZMİR’deki 9 üniversite ile işbirliği yapan Ege Genç İşadamları Derneği (EGİAD), liseden yüksek lisansa kadar her düzeyden öğrencilerin ekonomik ve toplumsal sorunlara yönelik fikirlerini ve çözüm önerilerini hayata geçirmek için EGİAD Parlak Fikirler Atölyesi (BIZ) Projesine start verdi. 100’ün üzerinde gencin katılımıyla EGİAD Dernek Merkezi’nde gerçekleşen proje lansmanının konuk konuşmacısı Brightwell Firması Yönetim Kurulu Başkanı Alphan Manas oldu."
"1600195542-1052","https://www.hurriyet.com.tr/arama/#/?page=145&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.7.2017","Sakarya'daki vahşette o canavarlar adliyeye sevk edildi!","","Sakarya'nın Kaynarca İlçesi’nde, 20 yaşındaki 9 aylık hamile Emani Al Rahmun’ın evinden kaçırıldıktan sonra tecavüz edilerek başı taşla ezilerek, 11 aylık oğlu Halaf Al Rahmun’un ise boğularak öldürülmesiyle ilgili komşuları olan Birol K. ve Cemal B. gözaltına alındı. Birol K. ile Cemal B.’nin eşini ve oğlunu öldürdükleri Halid Al-Rahmun mesai arkadaşı oldukları ve aralarındaki kavga sonrası vahşeti gerçekleştirdikleri belirlendi. Vahşi olayın faillerinin mahkemeye sevk edildiğini yüzlerce kişi adliyeye girmek istedi. Kızgın kalabalığı engellemek için polis havaya ateş açtı."
"1600195558-1125","https://www.hurriyet.com.tr/arama/#/?page=138&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","3.4.2012","Kadına şiddet tartışılacak","","İZMİR Ekonomi Üniversitesi Toplumsal Cinsiyet ve Kadın Çalışmaları Uygulama ve Araştırma Merkezi’nin (EKOKAM) düzenlediği Uluslarası Toplumsal Cinsiyet/Şiddet konferansı bugün başlıyor."
"1600195589-1269","https://www.hurriyet.com.tr/arama/#/?page=124&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.11.2018","Yenimahalle ‘Kadın Dostu Belediye’ unvanına kavuşuyor","","Yenimahalle ‘Kadın Dostu Belediye’ unvanına kavuşuyor"
"1600195351-193","https://www.hurriyet.com.tr/arama/#/?page=231&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.8.2012","Elektronik kelepçeler geliyor","","Kadına yönelik şiddete çözüm için..."
"1600195451-650","https://www.hurriyet.com.tr/arama/#/?page=186&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","24.11.2015","Akar’dan ‘25 Kasım’ Mesajı","",""
"1600195643-1503","https://www.hurriyet.com.tr/arama/#/?page=100&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","16.2.2015","Üniversite öğrencisi Özgecan'ın öldürülmesi","","- Hatay Barosu Kadın Hakları Komisyonu üyeleri, Özgecan Aslan'ın öldürülmesini protesto etti"
"1600195827-2333","https://www.hurriyet.com.tr/arama/#/?page=17&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.6.2020","Son dakika haberler: Hiçbir canlı bunu yapmaz! Derya son anda kurtuldu, kızı Twitter'da yardım istedi","","'Silahını doğrulttu. Gözlerimi kapadım. İki kez tık sesi duydum. Tutukluk yapan silahın tersiyle suratıma vurdu. Burnum, dişlerim kırıldı. Eliyle ağzımı yırtmaya çalıştı. Sonra maket bıçağını yüzüme savurdu. Can havliyle kendimi geri attım.'"
"1600195582-1234","https://www.hurriyet.com.tr/arama/#/?page=127&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","3.12.2019","Eşini dövüp üzerine kaynar su döktü, 'pişmanım' dedi, serbest kaldı!","","Samsun'da 20 yıllık eşi D.K.'yi (54) dövüp üzerine kaynar su döktüğü iddiasıyla gözaltına alınan inşaat işçisi Saadettin K. (61) nöbetçi mahkeme tarafından adli kontrol şartıyla serbest bırakıldı. Saadettin K., ""Eşimi darbetmedim, yere düştü. Üzerine kaynar suyu da yanlışlıkla döktüm, pişmanım"" dedi."
"1600195471-737","https://www.hurriyet.com.tr/arama/#/?page=177&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","3.3.2018","Kadınlar Günü etkinlik takvimi 'Bahar kadınlarla geliyor'","","Şiddetin her türü artar ve boyutları değişirken; kadınlar sessiz kalmayıp uğradıkları şiddeti duyurmaya, haklarını aramaya devam ediyor. Sonuçlarını da alıyor. Bursa’daki pembe vagon uygulaması kaldırıldı. İstanbul’da tanımadığı genç kadına yumruk atan kişi, gelen tepkiler üzerine tutuklandı. 8 Mart Dünya Kadınlar Günü'nde kadınların sesi her zamankinden daha gür çıkıyor. Farklı illerde gece yürüyüşleri, paneller, festivaller, eylemler düzenleniyor. İşte 8 Mart haftası takvimi..."
"1600195645-1512","https://www.hurriyet.com.tr/arama/#/?page=99&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","14.6.2012","""Kadına değil, erkeğe şiddet""","","Bodrum'da çekilen fotoğraflarından sonra çılgına dönen Gülben Ergen, iki yıl önce benzer bir durumda kalan Hülya Avşar'ı ti'ye almıştı."
"1600195846-2426","https://www.hurriyet.com.tr/arama/#/?page=8&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.8.2020","Yeşim Salkım kendisine hakaret eden Murat Övünç'e dava açtı","","Murat Övüç, Pınar Gültekin cinayeti sonrası ortaya çıkan bir videosunda söylediği sözler nedeniyle polemik yaşadığı Yeşim Salkım’a sahnede küfür etti. Salkım, konuyu mahkemeye taşıyacağını söyledi: “Bu davadan kazanacağım parayı kadın derneklerine bağışlayacağım.”"
"1600195800-2212","https://www.hurriyet.com.tr/arama/#/?page=29&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.9.2014","Koç'tan kadınlara 135 minibüs","","Aile ve Sosyal Politikalar Bakanlığı’nın şiddete maruz kalan kadınların korunması ve güçlendirilmesi amacıyla yürüttüğü projede kullanılacak 135 adet Ford Transit minibüs, Bakanlığa teslim edildi."
"1600195524-977","https://www.hurriyet.com.tr/arama/#/?page=153&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","16.10.2017","'Anne sen çok yemek ye bacağın hemen büyüsün'","","Gaziantep'te eşinin bıçakla yaptığı işkencelerin ardından tüfekle vurduğu sol bacağı diz üstünden kesilen, 17 haftalık hamile Çağlar Aşık, tedavisinin ardından taburcu edildikten sonra yerleştiği ağabeyinin evinde 23 gündür göremediği çocuklarıyla kucaklaştı."
"1600195312-29","https://www.hurriyet.com.tr/arama/#/?page=248&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","21.1.2015","ABD Başkanı Obama beklenen konuşmasını yaptı","","ABD Başkanı Barack Obama, Amerikan Kongresi’nde yaptığı geleneksel Birliğin Durumu konuşmasında, İran'a uygulanacak yeni yaptırımların diplomasinin çökmesine ve Tahran'ın nükleer programına yeniden başlamasına neden olacağını belirterek, ""Bu mantıklı değil. Bu nedenle bu gelişmeyi tersine çevirme tehdidini içeren herhangi bir yaptırım tasarısını veto edeceğim. Amerikan halkı bizden sadece son çare olarak savaşa gitmemizi bekliyor ve bu akla bağlı kalmaya niyetliyim"" diye konuştu."
"1600195540-1043","https://www.hurriyet.com.tr/arama/#/?page=146&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","30.12.2017","Çubuk'ta kadına yönelik şiddet kınandı","","Çubuk'ta kadına yönelik şiddet kınandı"
"1600195780-2125","https://www.hurriyet.com.tr/arama/#/?page=38&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","28.7.2011","Dayakçı koca evinden uzakta görevlendirildi","","TCDD Genel Müdürü Süleyman Karaman, eşine şiddet kullandığı haberleriyle gündeme gelen TCDD çalışanı Murat Akpınar'ın, mahkeme kararının uygulanması amacıyla geçici olarak Başpınar Gar Şefliğinde görevlendirildiğini bildirdi."
"1600195636-1471","https://www.hurriyet.com.tr/arama/#/?page=103&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","27.11.2019","Bu ayıba son vermeliyiz","","Altındağ Belediyesi’nin Kadın Eğitim ve Kültür Merkezleri’ne üye kadınlar, kadına yönelik şiddete karşı fakındalık yaratmak için ‘Kadın’ konulu sergi açtı."
"1600195696-1749","https://www.hurriyet.com.tr/arama/#/?page=76&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.3.2017","EBSO: Güçlü kadın, güçlü toplumdur","","EBSO: Güçlü kadın, güçlü toplumdur"
"1600195560-1140","https://www.hurriyet.com.tr/arama/#/?page=137&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","9.3.2012","Çözüm yok çünkü sorun yok  ya da Türkiye bir alınyazısıdır","",""
"1600195632-1456","https://www.hurriyet.com.tr/arama/#/?page=105&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.3.2015","Kırsaldaki Kadınlar İçin Seferberlik","","MUĞLA KIRSALINDA YAŞAYAN KADINLARIN EĞİTİMİ, BİLGİLENDİRİLMESİ VE AİLE BÜTÇESİNE KATKI AMACIYLA DÜZENLENEN KURSLAR DEVAM EDİYOR."
"1600195360-234","https://www.hurriyet.com.tr/arama/#/?page=227&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","18.4.2016","Kadınlar 'şiddet'i saklıyor","","Kadınlar 'şiddet'i saklıyor"
"1600195796-2199","https://www.hurriyet.com.tr/arama/#/?page=31&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","11.5.2015","Kız öğrenciler şiddete karşı","","ANTALYA Akdeniz Üniversitesi öğrencisi 50 kız, önceki akşam her geçen gün artan kadına şiddet olaylarını ve kampusta yaşadıkları sıkıntıları protesto için yürüdü."
"1600195769-2076","https://www.hurriyet.com.tr/arama/#/?page=43&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.4.2012","Antalya'da 'Uluslararası Kadın ve Medya Sempozyumu'","","'Uluslararası Kadın ve Medya Sempozyumu' Antalya'da başladı. Sempozyumda Doğan TV Holding A.Ş. Yönetim Kurulu Başkanı Arzuhan Doğan Yalçındağ, Hürriyet Gazetesi Genel Yayın Yönetmeni Enis Berberoğlu, Başbakan Yardımcısı Bülent Arınç ve Aile ve Sosyal Politikalar Bakanı Fatma Şahin konuşma yaptı. Doğan TV Holding A.Ş. Yönetim Kurulu Başkanı Yalçındağ yaptığı konuşmada iyimser olduğunu vurgularken 'Öyle Bir Geçer Zamanki' dizisindeki Cemile karakterini örnek gösterdi. Yalçındağ 'Cemile hayata tek başına tutunan, tüm zorluklara karşı dimdik duran bir kadın' dedi."
"1600195835-2376","https://www.hurriyet.com.tr/arama/#/?page=13&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","17.7.2020","Kadın şiddeti kabul edilemez","","Ünlü oyuncu Doğa Rutkay, Vodafone’un kadına yönelik şiddetle mücadelede farkındalığı artırmak için başlattığı “Şiddete karşı #BenVarım” kampanyasına sesiyle destek verdi."
"1600195681-1674","https://www.hurriyet.com.tr/arama/#/?page=83&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","16.4.2016","ABD Başkonsolosu Hunter'dan Özgecan mesajı","","ABD Başkonsolosu Charles F. Hunter, “Özgecan Aslan’ın cinayete kurban gitmesi Türk halkını gerçekten deriden etkiledi” dedi. Hunter, Özgecan'ın ölümüyle ne yazık ki kadına şiddetin azalmadığına da dikkat çekti."
"1600195460-688","https://www.hurriyet.com.tr/arama/#/?page=182&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.9.2017","Ensesti böyle mi konuşmalıydık?","","MELİS Alphan, yazısını “Hazır mısın Türkiye? Kendinle yüzleşmeye hazır mısın?” diye noktalamıştı. “Murat Başoğlu’na niye şaşırıyoruz? Türkiye’de ensest oranı yüzde 40” başlıklı yazısı, gerçekten de bir yüzleşmeye vesile oldu."
"1600195634-1464","https://www.hurriyet.com.tr/arama/#/?page=104&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","19.12.2019","Son dakika haberi... Bakan Gül'den Necip Hablemitoğlu cinayeti açıklaması","","Adalet Bakanı Abdulhamit Gül, Ankara Üniversitesi Öğretim Üyesi Doç. Dr. Necip Hablemitoğlu suikastının faillerine ilişkin bilgiye sahip olduğu belirtilen ve Kırmızı Bültenle aranan şüphelinin Ukrayna'da yakalanmasına ilişkin, ""Yargı büyük bir titizlikle çalışmasını sürdürmekte. Bizler de gerekli temaslarımızı yaparak tüm gayretleri ortaya koymaktayız."" dedi."
"1600195782-2136","https://www.hurriyet.com.tr/arama/#/?page=37&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.11.2011","2011 model Keşanlı","","‘Keşanlı Ali Destanı’ ilk 1964’te, Gülriz Sururi-Engin Cezzar Tiyatrosu’nda sahnelendi. Yurtdışındaki tiyatrolarda defalarca oynadı, filmi bile çekildi. Bu oyun şimdi yeniden altın çağını yaşıyor. Hem tiyatrosu başlıyor hem de Kanal D’de 3 Aralık’ta  Çağan Irmak’ın yönettiği dizisi yayına giriyor. Zilha karakterini Belçim Bilgin, Ali’yi Nejat İşler oynuyor"
"1600195667-1617","https://www.hurriyet.com.tr/arama/#/?page=89&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","22.2.2013","İNSANLAR HADLERİNİ BİLİRLER","","Hayko Cepkin, hakkındaki kadına yönelik şiddet uyguladı iddialarına Şirin Sever’in sunduğu Jurnal’de yanıt verdi."
"1600195342-160","https://www.hurriyet.com.tr/arama/#/?page=235&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","20.4.2012","Fuhuş operasyonunda ortaya çıkan dram","","İSTANBUL polisinin gerçekleştirdiği fuhuş operasyonunda çete kurdukları iddiasıyla gözlatına alınan 8’i kadın 45 kişi adliyeye sevk edildi. Zanlıların çalıştırmak vaadiyle getirdikleri kadınları 4-5 bin lira karşılığında pasaportları ile sattıkları, fuhuş yapmak istemeyince dövdükleri ortaya çıktı."
"1600195536-1029","https://www.hurriyet.com.tr/arama/#/?page=148&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","9.3.2018","Yılın kadınlarına plaket","","Yılın kadınlarına plaket"
"1600195798-2210","https://www.hurriyet.com.tr/arama/#/?page=30&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.10.2012","Heyecan dorukta","","İstanbul Barosu Yönetim Kurulu, 2012 İstanbul Baro Başkanlığı seçimi için Haliç Kongre Merkezi’nde toplandı. 2 gün sürecek kongrede ilk gün, baro başkanlığına aday avukatlar konuştu. Başkanlık için Filiz Kerestecioğlu, Muammer Aydın, Ümit Kocasakal ve Rıza Saka çekişiyor. Baro, yarın yapacağı seçimle yeni başkanını seçecek."
"1600195378-317","https://www.hurriyet.com.tr/arama/#/?page=219&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","28.11.2018","'Sporda Şiddetin Önlenmesi, Fair Play ve 6222 Sayılı Yasa' isimli panel gerçekleşti","","'Sporda Şiddetin Önlenmesi, Fair Play ve 6222 Sayılı Yasa' isimli panel gerçekleşti"
"1600195636-1479","https://www.hurriyet.com.tr/arama/#/?page=103&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.11.2019","Son dakika: Cumhurbaşkanı Erdoğan'dan kadına yönelik şiddet mesajı","","Cumhurbaşkanı Recep Tayyip Erdoğan, ""Kadına yönelik şiddete, istismara, tacize ve ayrımcılığa karşı mücadeleye devam edecek, bu ayıbı el birliğiyle ülkemizden tamamen sileceğiz"" açıklamasında bulundu."
"1600195676-1656","https://www.hurriyet.com.tr/arama/#/?page=85&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","18.6.2013","İçişleri Bakanı Muammer Güler: Duran Adam’a müdahalemiz olmaz","","İÇİŞLERİ Bakanı Muammer Güler, “Duran adam” protestosuyla ilgili “Bu gösteri, kamu düzenini bozmadıktan, genel hayatı etkilemedikten sonra bizim müdahalemiz olmaz” dedi."
"1600195580-1227","https://www.hurriyet.com.tr/arama/#/?page=128&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.8.2017","NEVKAD’ın eğitim toplantıları aralıksız sürüyor","","NEVKAD’ın eğitim toplantıları aralıksız sürüyor"
"1600195513-924","https://www.hurriyet.com.tr/arama/#/?page=158&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.7.2018","Silivri'de çocuk istismarı ve kadına şiddet protestosu","","Silivri'de çocuk istismarı ve kadına şiddet protestosu"
"1600195658-1578","https://www.hurriyet.com.tr/arama/#/?page=93&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","24.3.2019","Vicdansızlığa sessiz kalma","","‘Yaşlı istismarı ve ihmali’ tüm dünyada ciddi olarak mücadele edilen alanlar arasına girdi. Türkiye 2019’u ‘Yaşlı Yılı’ ilan etti. Dikkat! Yaşlıdaki  korku ve kaygı hali, ağlamaklı depresif görüntü, aşırı suskunluk,  beslenme yetersizliği, açıklanamayan yaralar istismarın en önemli belirtileri. Uzmanlar uyarıyor: Yaşlıya şiddete sessiz kalmayın, saklamayın ve mutlaka ilgililere bildirin..."
"1600195423-519","https://www.hurriyet.com.tr/arama/#/?page=199&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","21.2.2015","Üniversite öğrencisi Özgecan'ın öldürülmesi","",""
"1600195793-2186","https://www.hurriyet.com.tr/arama/#/?page=32&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.3.2011","Dev buluşma","","Hürriyet’in düzenlediği “Aile İçi Şiddete Son!” kampanyasının gelenekselleşen konserlerinde bu yıl Nilüfer sahne aldı. Dev organizasyonda ünlü sanatçıya, son albümünde düet yaptığı rock’çılar da eşlik etti."
"1600195623-1415","https://www.hurriyet.com.tr/arama/#/?page=109&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.8.2019","Prof. Dr. Özcan Köknel’den şiddete karşı öneri... Anne-baba okulları açalım","","Bir kedinin üstüne kaynar su döküldü, bir köpek sahibi tarafından arabanın arkasına bağlanıp yolda sürüklendi, bir koca karısını öldürdü, bir kadın intihar etti, bir çocuk tecavüze uğradı… Adları farklı ama şiddet sarmalına dolanan toplumun hikayesi aynı… Her gün canımızı acıtan, ‘Bu kadar da olmaz’ dedirten bu vakaları hayatı boyunca onbinlerce insanın ruhlarına dokunmuş bir psikiyatri duayeni, hocaların hocası Prof. Dr. Özcan Köknel ile konuştuk. Geçtiğimiz günlerde deneyimlerini Mert İnan’ın yayına hazırladığı ‘Bilgenin Aynası’ kitabında anlatan 91 yaşındaki Köknel ile topluma ayna tuttuk. Yapacak çok iş var. Bunlardan biri anne-baba okulları açmak, diğeri cinsel eğitimi müfredata sokmak…"
