web-scraper-order,web-scraper-start-url,tarih,link,link-href,intro
"1600195513-928","https://www.hurriyet.com.tr/arama/#/?page=158&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","20.9.2018","Karısını 9 yerinden bıçakladı, savunması şaşırttı: 'Amacım yuvamı kurtarmaktı'","","Bolu’da kendisinden boşanmak isteyen eşini 9 yerinden bıçaklayarak yaralayan Umut Tekin, mahkemede verdiği ifadesinde amacının yuvasını kurtarmak olduğunu ileri sürdü."
"1600195727-1881","https://www.hurriyet.com.tr/arama/#/?page=62&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","27.12.2009","Biz sığınma evi istiyoruz","",""
"1600195366-266","https://www.hurriyet.com.tr/arama/#/?page=224&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.12.2016","Turuncu balonlar Güvenpark’tan havalandı","","Mavi Kapı Derneği, Birleşmiş Milletler’in (BM) tüm dünyada 25 Kasım-10 Aralık tarihleri arasında şiddete karşı düzenlediği ‘Dünyayı turuncuya boya’ kampanyasına destek vermek için turuncu renkli balonları gökyüzüne bıraktı."
"1600195524-974","https://www.hurriyet.com.tr/arama/#/?page=153&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.1.2016","Büyükşehir, Mutlu Ailenin Önemine Dikkat Çekiyor","","KONYA BÜYÜKŞEHİR BELEDİYESİ, MUTLU AİLE İLE KADINA VE ÇOCUKLARA YÖNELİK ŞİDDETE DİKKAT ÇEKMEK, FARKINDALIK OLUŞTURMAK AMACIYLA BÜYÜK ALIŞVERİŞ MERKEZLERİNDE FOTOĞRAF VE AFİŞ SERGİLERİ AÇIYOR."
"1600195851-2444","https://www.hurriyet.com.tr/arama/#/?page=6&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","14.8.2020","İlk cevabı aldılar","","Cumhurbaşkanı Tayyip Erdoğan, Doğu Akdeniz’deki gelişmelere ilişkin “Hakkımızı yedirtmeyiz” mesajı verdi, “Oruç Reis’imize sakın saldırmayın, saldıracak olursanız bunun bedelini ağır ödersiniz dedik ve bugün ilk cevabı aldılar” dedi. Erdoğan, AK Parti Genişletilmiş İl Başkanları toplantısı ve ardından AK Parti 19’uncu Kuruluş Yıldönümü programında özetle şunları söyledi:"
"1600195837-2386","https://www.hurriyet.com.tr/arama/#/?page=12&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","22.7.2020","Kadın Destek Uygulaması (KADES) nedir?","","Emniyet Genel Müdürlüğünce kullanıma sunulan Kadın Destek Uygulaması (KADES), şiddet veya cinsel saldırı gibi zor durumlarla karşılaşan kadınların kullandığı önemli bir uygulama olarak dikkat çekiyor. İçişleri Bakanlığı Emniyet Genel Müdürlüğü Asayiş Dairesi Başkanlığınca hayata geçirilen KADES, şiddet mağduru ya da cinsel saldırıya uğrayan kadınların en büyük yardımcılarından birisi. İşte, KADES hakkında bilgi..."
"1600195456-664","https://www.hurriyet.com.tr/arama/#/?page=184&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","27.11.2015","Kahramanmaraş’ta ""Kadına Şiddete Sen De Dur De"" Etkinliği","","KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ KADINA YÖNELİK ŞİDDETE KARŞI ULUSLARARASI MÜCADELE GÜNÜ KAPSAMINDA ""KADINA ŞİDDETE SEN DE DUR DE"" ETKİNLİĞİ DÜZENLEDİ."
"1600195366-269","https://www.hurriyet.com.tr/arama/#/?page=224&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","23.2.2016","Belediye Personeline Kadın Hakları Semineri","",""
"1600195614-1378","https://www.hurriyet.com.tr/arama/#/?page=113&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","26.11.2018","'10 yılda 2 bin 337 kadın şiddet görerek öldü'","","'10 yılda 2 bin 337 kadın şiddet görerek öldü'"
"1600195364-260","https://www.hurriyet.com.tr/arama/#/?page=225&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","21.11.2014","Kadına şiddete tiyatroyla dikkat çekecekler","","- Van'da Tamara Tiyatro ve Eğitim Derneği tarafından ""Kadın Ölüleri"" adlı oyun sahnelenecek"
"1600195317-41","https://www.hurriyet.com.tr/arama/#/?page=246&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","20.10.2009","Hürriyet’te yayınlanan cinsel sorun mektupları bienalde sergileniyor","","11. Uluslararası İstanbul Bienali’nde, Cengiz Çekil’in 1978’de Taksim Sanat Galerisi’nde açtığı sergiden çıkartılan “Ele Geçirilmiş Mektuplar” çalışması 31 yıl sonra sergileniyor."
"1600195580-1228","https://www.hurriyet.com.tr/arama/#/?page=128&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","12.8.2017","Yardım istediği polisten dayak yedi... O polisin eşi de konuştu...","","İzmir’de motosikletli şahıslar tarafından tacize uğradığını söyleyen iki kadın yardım istedikleri polisler tarafından dövüldü. Güvenlik kameralarına yansıyan görüntüler üzerine emniyet müdürlüğü soruşturma başlattı. Olaydan sonra ‘polise mukavemet’ suçundan Kılıç’a karşı dava açan polis memurunun eşi Öznur Yıldız Yarcel ise Kılıç ve Gürer’e tepki gösterdi."
"1600195811-2269","https://www.hurriyet.com.tr/arama/#/?page=24&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","27.2.2012","'Yaylalar'a yasak","","Kışla eğitiminde askerlerin söylediği, kadını aşağılayan ve şiddet içeren marşlar kaldırıldı. Genelkurmay Başkanı Özel'in talimatıyla Mehmetçik bundan böyle ""Güçlü Ordu Güçlü Türkiye"", ""Her Türk asker doğar"" sloganlarıyla eğitim yapacak."
"1600195449-632","https://www.hurriyet.com.tr/arama/#/?page=187&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","14.5.2015","Hükümlülerin Bilinçlendirilmesi İçin Protokol İmzalandı","","ŞANLIURFA’DA KADIN VE ÇOCUK HÜKÜMLÜLERİN BİLİNÇLENDİRİLMESİ AMACIYLA PROKOL İMZALANDI."
"1600195802-2228","https://www.hurriyet.com.tr/arama/#/?page=28&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","22.2.2015","Nürnbergde kadına şiddet kınandı","","Yurt dışında kadına yapılan şiddet ve Özgecan Aslan cinayeti, miting ve protestoları tüm hızı ile sürüyor."
"1600195641-1493","https://www.hurriyet.com.tr/arama/#/?page=101&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","22.2.2015","Üniversite öğrencisi Özgecan'ın öldürülmesi","","-Antalya'da 200'e yakın araçla konvoy oluşturan sürücüler, korna çalarak olayı protesto etti"
"1600195603-1323","https://www.hurriyet.com.tr/arama/#/?page=118&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.11.2016","Serik'te 'şiddete hayır' yürüyüşü","","Serik'te 'şiddete hayır' yürüyüşü"
"1600195362-242","https://www.hurriyet.com.tr/arama/#/?page=226&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.2.2018","Acil yardım hattı Ankara’da","","HÜRRİYET’in 2007’de kurduğu ve 2015’te Türkiye Kadın Dernekleri Federasyonu’na devredip desteklemeye devam ettiği ‘Acil Yardım Hattı’ posterleri, başkentin 50 noktasında billboard’lara asıldı."
"1600195578-1217","https://www.hurriyet.com.tr/arama/#/?page=129&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","29.11.2018","(Özel) Mustafa Denizli: ""Başarının olmazsa olmazı Avrupa'ya gitmek""","","(Özel) Mustafa Denizli: ""Başarının olmazsa olmazı Avrupa'ya gitmek"""
"1600195554-1107","https://www.hurriyet.com.tr/arama/#/?page=140&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.7.2017","EGİKAD'dan kadın cinayetleri tepkisi","","EGİKAD'dan kadın cinayetleri tepkisi"
"1600195630-1450","https://www.hurriyet.com.tr/arama/#/?page=106&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","17.2.2016","Kadın yasada var ama uygulamada yok","","MANİSA’daki Atatürkçü Düşünce Derneği (ADD) Şubesi Başkanı Gülbahar Tahmilci, Türk Medeni Kanunu’nda kadının erkeklerle eşit statüde sayılmasına karşın, günümüzde kadına verilen hakların uygulanmadığını savundu."
"1600195518-948","https://www.hurriyet.com.tr/arama/#/?page=156&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.9.2016","Kötü beslenmenin zekâ üzerindeki etkisi","","‘Okumuş ama cahil’ olmanın beslenmeyle bir ilişkisi var mı? Aşırı tahıl ve beyaz ekmek tüketimi beyni nasıl etkiliyor? Bence bu üzerinde durulması gereken bir konu..."
"1600195533-1017","https://www.hurriyet.com.tr/arama/#/?page=149&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.3.2019","Bacasız sanayi için yatırım yapıyoruz","","Cumhurbaşkanı Tayyip Erdoğan, “Terör ortadan kalkınca turist geliyor mu? Daha fazla geliyor. Turistin gelmesi esnafımızın para kazanımının artması demek. Mardin’in bacasız sanayi dediğimiz turizmden hak ettiğini elde etmesi için her türlü yatırımı yapıyoruz. Yeter ki bu terör örgütünü şehrimize yaklaştırmayalım” dedi."
"1600195489-818","https://www.hurriyet.com.tr/arama/#/?page=169&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","11.12.2017","Mahalle taşınmazları ihalesinde arbede","","Mahalle taşınmazları ihalesinde arbede"
"1600195809-2253","https://www.hurriyet.com.tr/arama/#/?page=25&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","2.3.2015","""Türkiye’den Avrupa’ya akın olur""","","Avcılar Belediye Başkanı Dr. Handan Toprak (CHP),  Türkiye’de demokrasinin Avrupa’nın da yararına  olduğunu ileri sürdü. Dr. Toprak, Türkiye’de demokrasinin kesintiye uğramasıyla birlikte  milyonlarca insanın Avrupa’ya yöneleceğini söyledi"
"1600195429-546","https://www.hurriyet.com.tr/arama/#/?page=196&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","17.2.2015","""Kadına yönelik her kötü muamele, terör suçu sayılmalı""","","- Atatürk Üniversitesi Sosyoloji Bölümü Başkanı Doç. Dr. Özben:  
- ""Kadına yönelik her türlü kötü muamele, taciz, şiddet, tecavüz ve öldürme vakaları 'cinsiyetçi terör' ve yerine göre 'nefret suçları' biçiminde düşünülmeli ve terör suçu kapsamında değerlendirilmelidir"""
"1600195690-1712","https://www.hurriyet.com.tr/arama/#/?page=79&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","3.3.2017","Kadın varsa, imkânsız yoktur YAPABİLİRSİN!","","Gazeteci-yazar Tuluhan Tekelioğlu altıncı belgeselini tamamladı. ‘Yapabilirsin’, Türkiye’nin dört bir yanından dokuz kadının başarı öykülerini konu alıyor."
"1600195723-1864","https://www.hurriyet.com.tr/arama/#/?page=64&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.10.2015","'Eve dön' vahşeti","","Selma İnam babasının evinde, 2 yaşındaki oğlunun önünde kocası tarafından 33 yerinden bıçakla öldürüldü."
"1600195607-1344","https://www.hurriyet.com.tr/arama/#/?page=116&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","11.11.2017","Korkunç haberler peş peşe geldi","","Kadın cinayetleri Türkiye'nin kanayan yarası... Neredeyse her gün bir kadın katlediliyor... Dün gece üç saatte ajanslara düşen Türkiye'nin farklı şehirlerinden üç kadına saldırı haberinde 2 kadın ve 3 erkek hayatını kaybetti bir kadın ağır yaralı olarak hastaneye kaldırıldı."
"1600195625-1428","https://www.hurriyet.com.tr/arama/#/?page=108&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","19.11.2019","Öldürenin cezası yanına kâr kalıyor, kadın cinayetleri BİTMİYOR","","Sevgilisini öldüren Mustafa Çakan’ın cezası iyi hal, haksız tahrik gibi gerekçelerle müebbetten 15 yıla kadar inerken, aynı gün ülkenin başka kentlerinde de kadınlar katledildi."
"1600195709-1806","https://www.hurriyet.com.tr/arama/#/?page=70&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","4.3.2015","Mustafa Koç'tan erkeklere çağrı","","Kadına yönelik şiddete karşı Koç Holding önceliğinde başlatılan “HeForShe”nin Türkiye ayağı “Ben Değilsem Kim?” başladı. Erkeklere çağrı yapan Mustafa Koç, “Kadın erkek eşittir. Çünkü insan insana eşittir”dedi."
"1600195725-1880","https://www.hurriyet.com.tr/arama/#/?page=63&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.3.2013","Ezik erkek karısını döver","","Şarkıcı Emrah’ın ilk yönetmenlik denemesi “Gelmeyen Bahar”, 8 Mart Dünya Kadınlar Günü’nde vizyona giriyor. Emrah’ın senaryosunu da yazdığı, ‘kadına şiddet’e dikkat çeken filmde Beyza Şekerci ve Hasan Küçükçetin başrolde."
"1600195321-70","https://www.hurriyet.com.tr/arama/#/?page=244&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","6.3.2013","Şiddet 'en güvenli yer'de","","Ayna Eğitim ve Psikolojik Danışmanlık Merkezi’nden Psikolog Nuray Gültekin, her yaş, eğitim ve gelir düzeyindeki kadının şiddete maruz kalabildiğini, çoğunlukla da gizli tutulduğuna dikkat çekerek, sivil toplum kuruluşlarından sağlık çalışanlarına kadar toplumun tüm bireylerini kadına şiddetin önlenmesi konusunda empatik, vicdan sahibi, demokratik ve duyarlı bir bakış açısıyla hareket etmeye çağırdı."
"1600195632-1459","https://www.hurriyet.com.tr/arama/#/?page=105&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","31.10.2016","4 öğretmen dehşeti yaşadı","","Tuzla Piyade Okulu'nda görevli olduğu ileri sürülen bir asker, trafikte tartıştığı 4 kadın öğretmenin aracının önünü kesti ve ağır küfürler savurdu. Görüntüleri paylaşan kadın öğretmenler, ""Öğlen vakti İstanbul'da işimizde evimize dönemiyoruz. Bu nasıl vahşilik bu nasıl ilkelliktir"" açıklaması yaptı."
"1600195844-2411","https://www.hurriyet.com.tr/arama/#/?page=9&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","30.7.2020","AK Parti Sözcüsü Çelik: Kadınlara karşı kullanılacak tek dil, saygı  dilidir","","AK Parti Sözcüsü Ömer Çelik, ""Bir görüşü savunmak için kadına dönük sözel şiddet kullanmak, bir görüşü eleştirmek için kadınların insanlıklarına, şahsiyetlerine, namuslarına saldırmak, utanılması gereken bir barbarlıktır."" ifadesini kullandı."
"1600195813-2271","https://www.hurriyet.com.tr/arama/#/?page=23&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","22.5.2012","Türkiye AB’ye “damsız” giremeyecek","","Avrupa Parlamentosu ‘nun Hollanda milletvekili Emine Bozkurt’un “2020 Perspektifi ile Türkiye´de Kadın” başlıklı raporu bugün AB Genel Kurulu´nda kabul edildi."
"1600195853-2452","https://www.hurriyet.com.tr/arama/#/?page=5&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","19.8.2020","13 yıldır yürüyemeyen eşinin tüm ihtiyaçlarını karşılıyor","","HAKKARİ'nin Yüksekova ilçesinde Necati Düzen (45), şeker hastalığı ve eklem romatizması nedeniyle 13 yıldır yürüyemeyen eşi Münire Düzen'in tüm ihtiyaçlarını karşılıyor. Necati Düzen, sürünerek ettiği için dizlerine sünger bağladığı eşi için akülü araç istiyor."
"1600195665-1603","https://www.hurriyet.com.tr/arama/#/?page=90&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","15.12.2017","MAGİAD'dan 'Kadına Şiddete' karşı etkinlik","","MAGİAD'dan 'Kadına Şiddete' karşı etkinlik"
"1600195328-99","https://www.hurriyet.com.tr/arama/#/?page=241&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","26.3.2014","Cezası belli oldu","","OYUNCU Oktay Kaynarca evlilikleri henüz birinci yılını doldurmadan boşandığı reklamcı eşi Melek Angun’a şiddet uyguladığı gerekçesiyle yargılandığı davada “eşe karşı kasten yaralama” suçundan 3 bin liralık para cezasına çarptırıldı."
"1600195603-1321","https://www.hurriyet.com.tr/arama/#/?page=118&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.11.2016","Kayseri’de CHP'li kadınlardan ağızları bantlı sessiz yürüyüş","","Kayseri’de CHP'li kadınlardan ağızları bantlı sessiz yürüyüş"
"1600195326-83","https://www.hurriyet.com.tr/arama/#/?page=242&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","17.8.2013","Kitap","",""
"1600195326-85","https://www.hurriyet.com.tr/arama/#/?page=242&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.3.2013","İffet, şehvet VE MASUMİYET","","İZMİRLİ ressam ve seramik heykel sanatçısı Günseli Yetkin Bozoğlu, geçen yıl yerleştiği Turgutreis’te, kadına şiddeti konu olan “İffet, Şehvet ve Masumiyet” ismini verdiği sergi açtı."
"1600195420-508","https://www.hurriyet.com.tr/arama/#/?page=200&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","11.3.2015","Yenidünya, Kadın Cinayetlerine Dikkat Çekti","",""
"1600195696-1744","https://www.hurriyet.com.tr/arama/#/?page=76&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","26.1.2016","Bu canavar Türkiye’ye mi gönderilecek","","İsveç’te kendisini yankesicilik yaparken yakalayan genç bir anneye çocuklarının gözü önünde vurup kaçan sığınmacı yakalandı. Avukatı Türk olan Cezayirli sığınmacı yargılanacak. Sosyal medya ise AB ile varılan mutabakat uyarınca Haziran ayında uygulanmaya başlaması planlanan Geri Kabul Anlaşması çerçevesinde; İsveç gibi ülkelerin, suç işleyen kaçak göçmenleri Türkiye’ye gönderip göndermeyeceğini tartışıyor. Ankara, Türk vatandaşlarına AB’de vizesiz dolaşım karşılığında, Türkiye üzerinden kaçak yollarla Avrupa’ya giden göçmenleri geri almayı kabul etmişti."
"1600195654-1552","https://www.hurriyet.com.tr/arama/#/?page=95&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.3.2018","Anayasa Mahkemesi'nin ilk ve tek kadın başkanı Tülay Tuğcu: Bitsin bu ikiyüzlülük","","Tülay Tuğcu, erkek egemen yargı sisteminde 2005 - 2007 yılları arasında Anayasa Mahkemesi (AYM) başkanlığı yaptı. Emekli hâkim Tuğcu, 8 Mart nedeniyle ilk kez Hürriyet’e konuştu. Türkiye’de AYM Başkanlığı yapan ilk ve tek kadın olan Tuğcu, kadına şiddet davalarındaki iyi hal indirimlerini eleştirdi."
"1600195533-1020","https://www.hurriyet.com.tr/arama/#/?page=149&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","22.6.2015","CHP İl Başkanı Yıldız’dan Seçim Değerlendirmesi","","CHP BURSA İL BAŞKANI ZAFER YILDIZ, İNEGÖL İLÇE TEŞKİLATINI ZİYARET EDEREK, SEÇİM ÇALIŞMALARINDAKİ GAYRETLERİNDEN DOLAYI İLÇE YÖNETİMİNE VE PARTİLİLERE TEŞEKKÜR EDERKEN, “CUMHURİYET HALK PARTİSİ, 7 HAZİRAN’A KADAR HEM ALANLARDA HEM DE GÖRSEL VE YAZILI BASINDA 2015 SEÇİMLERİNE DAMGASINI VURMUŞTUR” DEDİ."
"1600195458-672","https://www.hurriyet.com.tr/arama/#/?page=183&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","1.6.2017","Odunpazarı Belediyesi'nden girişimci kadınlara destek","","Odunpazarı Belediyesi'nden girişimci kadınlara destek"
"1600195319-60","https://www.hurriyet.com.tr/arama/#/?page=245&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","17.2.2015","Cinsel açlığın Afrika'sıyız","","BODRUM Kadın Hakları Grubu öncülüğünde Belediye Meydanı’nda ‘İsyandayız’ etkinliği düzenlendi."
"1600195507-898","https://www.hurriyet.com.tr/arama/#/?page=161&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","16.2.2015","Üniversite öğrencisi Özgecan'ın öldürülmesi","","- TBMM Kadına Yönelik Şiddetin Sebeplerini Araştırma Komisyonu Sözcüsü Kaçar: ""Hem TBMM olarak hem de AK Partili kadınlar olarak kadına karşı şiddet her zaman gündemimizde""  
- AK Parti Mardin Milletvekili Şahkulubey: ""Dün itibariyle genel başkanımızın talimatlarıyla kadına yönelik şiddetle ilgili seferberlik ilan edildi. İnşallah kadınımızla, erkeğimizle, bu seferberliğe katkı vereceğiz"""
"1600195747-1976","https://www.hurriyet.com.tr/arama/#/?page=53&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","9.3.2015","Aydın Doğan: ‘Bütün partilere mesafemiz eşit’","","Doğan Holding Onursal Başkanı Aydın Doğan dün, toplanan Doğan Yayın İlkeleri Kurulu toplantısında, grubun seçim döneminde ‘objektif yayıncılığını sürdüreceğini’ açıkladı."
"1600195760-2034","https://www.hurriyet.com.tr/arama/#/?page=47&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","6.3.2015","""Kadınların yüzüne bakmaya yüzümüz yok""","","BATI Anadolu Sanayici ve İşadamları Dernekleri Federasyonu (BASİFED) tarafından 8 Mart Dünya Kadınlar günü çerçevesinde düzenlenen etkinlikte, kadına yönelik şiddete ilginç bir tepki ile dikkat çekildi. Etkinlikte erkekler tarafından kadına yönelik şiddet oranlarının son zamanlarda ciddi oranda arttığına dikkat çekilerek, ""Yüzünüze bakmaya yüzümüz olsun"" sloganıyla kadın şiddeti iş dünyası tarafından protesto edildi. İş Dünyasının erkek temsilcileri, mor bir atkıyla yüzlerini kameranın aksi yönüne çevirerek, ""Kadınların yüzüne bakmaya yüzümüz yok"" dedi."
"1600195701-1768","https://www.hurriyet.com.tr/arama/#/?page=74&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.2.2012","Son Anadolu Parsı'na bir ağıt","","Tarih 22 Ocak 1974’ü gösterdiğinde gazetelerin birinci sayfasında “Son Anadolu Parsı’nın öldürüldüğü” haberi yer alıyordu. Bugün ancak arşivlerde veya ansiklopedilerde karşımıza çıkan Anadolu Parsı’nın son görüntüsü, ölü bir bedene aitti. Sözkonusu parsla beraber bu topraklardan başka şeyler de ortadan kalkmıştı aslında... Aradan 38 yıl geçtikten sonra, son Anadolu Parsı’nın öldürüldüğü yıl doğan Faruk Duman, ‘Ve Bir Pars, Hüzünle Kaybolur’ adını verdiği ve Son Anadolu Parsı’na adadığı romanında, pars imgesiyle birlikte yitirdiğimiz başka şeyleri de ele alıyor... Faruk Duman’la, İncir Tarihi romanından sonra, yeniden ‘doğacı’ bir anlayışla kaleme aldığı Ve Bir Pars, Hüzünle Kaybolur isimli romanına, parsa ve yitirdiklerimize dair konuştuk..."
"1600195860-2482","https://www.hurriyet.com.tr/arama/#/?page=2&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","29.8.2020","Neslihan'ın dramı","","Eşinden şiddet görünce baba evine sığındı. Sinirlenen babası tarafından öldürüldü. Bebeği ortada kaldı, babası tutuklandı..."
"1600195842-2401","https://www.hurriyet.com.tr/arama/#/?page=10&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","31.7.2020","AK Parti'den Dilipak'ın sözlerine tepki","","AK Parti Genel Sekreteri Fatih Şahin  Twitter hesabından köşe yazarı Abdurrahman Dilipak'ın kadınlara yönelik sözlerine tepki gösterdi. Şahin açıklamasında 'Tüm kadınların haklarını korumak için çalışmalarımızı sürdürmek görevimiz ve sorumluluğumuzdur' dedi."
"1600195791-2176","https://www.hurriyet.com.tr/arama/#/?page=33&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","27.1.2012","Sekiz kadın, aynı hikaye","","Okuyun, izleyin, kaçırmayın, talep edin, belediye önünde eylem yapın, destekleyecek sosyal proje arıyorsanız onları arayın, ne yaparsanız yapın ama bu “Düğün”ün davetli sayısını artırın. Artırın ki sahnedeki ve gerçek hayattaki oyunun uyanık seyircilerinin sayısı da artsın."
"1600195720-1855","https://www.hurriyet.com.tr/arama/#/?page=65&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.4.2013","Mutlu evliliğin sırları, sınav konusu oldu","","Denizli’de veliler için düzenlenen kitap okuma yarışmasına katılanlar ‘Evlilikte Mutluluğun Sırları’ kitabından sınava tabi tutulacak. Yarışmaya katılan velilerden Aytar, “Kitapta çok güzel sırlar var. Ben de bir anne olarak mutlu bir evlilik için çok şey öğrendim” dedi."
"1600195787-2153","https://www.hurriyet.com.tr/arama/#/?page=35&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.9.2011","Yüz nakli bekleyen kadına Rusya'dan davet","","Akdeniz Üniversitesi Hastanesi’nde yüz nakli için 2 yıldır bekleyen Zonguldaklı 49 yaşındaki Sezgin Ergen’e, Rusya’dan davet geldi."
"1600195513-926","https://www.hurriyet.com.tr/arama/#/?page=158&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","14.8.2018","Boşandığı eşi tarafından sokak ortasında 7 yerinden bıçaklanmıştı, taburcu oldu","","İZMİR’in Bornova ilçesinde boşandığı eşi Ercan Ç. (39) tarafından sokak ortasında bıçaklanıp ağır yaralanan ve acil olarak ameliyata alınan Derya Ş. (39), tedavi gördüğü hastaneden taburcu edildi."
"1600195547-1072","https://www.hurriyet.com.tr/arama/#/?page=143&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","11.3.2018","‘Kadına dönük şiddetin tasvip edilir yanı yok’","","Diyanet İşleri Başkanı Ali Erbaş, Cumhurbaşkanı Erdoğan’ın kadına şiddetle ilgili İslam’ı kullanarak toplumu yanlış bilgilendirenlere yönelik sözlerinin ardından yaptıkları çalışmanın dinde reform anlamına gelmediğini söyledi."
"1600195716-1832","https://www.hurriyet.com.tr/arama/#/?page=67&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","27.11.2016","Üç dinin temsilcileri şiddet mağduru kadınlar için dua etti","","Almanya’nın Köln kentinde üç semavi dinin temsilcisi kadınlar, camide birlikte dua ederek, ‘Kadına karşı şiddete hayır’ dedi."
